block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	colour_block				
1177	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	1854347	1973898	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	1918084	2029271	+	CP020799.1	21			
1182	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	2146100	2266376	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	2197681	2339592	+	CP020799.1	21			
1185	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	2273296	2800670	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	2430163	2969197	+	CP020799.1	21			
1187	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	2840239	2953913	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	3014972	3135523	+	CP020799.1	21			
1189	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	3295101	5354892	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	3606658	5701580	+	CP020799.1	21			
1191	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	5360521	5539967	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	5747724	5940734	+	CP020799.1	21			
1195	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	5617997	5765028	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	6064776	6178287	+	CP020799.1	21			
1202	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	5827059	7602192	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	6573064	8379531	+	CP020799.1	21			
1203	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	7626149	8553960	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	8461374	9356571	+	CP020799.1	21			
1204	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	8649040	10668855	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	9358189	11286014	+	CP020799.1	21			
1209	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	10772417	11434695	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	11328704	12035392	+	CP020799.1	21			
1210	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	11532787	11902976	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	12041862	12393655	+	CP020799.1	21			
1212	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	11919687	12276526	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	12414027	12799234	+	CP020799.1	21			
1214	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	12277692	12467073	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	12805464	13064735	+	CP020799.1	21			
1219	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	12846166	13051533	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	13310734	13469317	+	CP020799.1	21			
1224	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	13080796	13558000	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	13980585	14487930	+	CP020799.1	21			
1227	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	13566199	14096316	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	14739736	15330649	+	CP020799.1	21			
1229	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	14097820	14597602	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	15347135	15874084	+	CP020799.1	21			
1231	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	14598866	15912101	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	15880626	17251693	+	CP020799.1	21			
1233	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	15912317	18316131	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	17263638	19681892	+	CP020799.1	21			
1234	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	18300431	26107381	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	19723537	27619960	+	CP020799.1	21			
1238	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	26190992	26894548	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	27692894	28356852	+	CP020799.1	21			
1240	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	26894593	28129203	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	28362460	29586328	+	CP020799.1	21			
1241	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	28130494	29572600	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	29657768	31147120	+	CP020799.1	21			
1242	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	8840	204079	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	192682	400437	+	CP020800.1	22			
1243	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	205172	4617733	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	652740	5131610	+	CP020800.1	22			
1244	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	4671343	5440066	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	5131650	5920628	+	CP020800.1	22			
1245	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	5537216	8531319	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	5965391	8955005	+	CP020800.1	22			
1247	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	8531794	9341038	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	8958796	9787674	+	CP020800.1	22			
1249	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	9341103	13453319	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	9793915	13924808	+	CP020800.1	22			
1251	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	13455271	17001140	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	13926778	17551274	+	CP020800.1	22			
1254	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	17077417	17706896	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	17706965	18348973	+	CP020800.1	22			
1256	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	17714017	18879417	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	18357143	19467208	+	CP020800.1	22			
1258	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	18893024	20321337	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	19472599	20857099	+	CP020800.1	22			
1260	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	20327346	22425593	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	20872197	22905710	+	CP020800.1	22			
1264	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	22511533	25311292	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	23028792	25934629	+	CP020800.1	22			
1266	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	25312779	25666291	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	26429846	26788978	+	CP020800.1	22			
1271	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	25685706	26029698	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	27052712	27387486	+	CP020800.1	22			
1273	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	26031573	26655564	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	27396154	28061244	+	CP020800.1	22			
1274	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	26657780	27024864	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	28221264	28543891	+	CP020800.1	22			
1276	CP020800.1	GCA_002234715.1_ASM223471v1_genomic.fna	27025023	27166834	CP020686.1	GCA_002234675.1_ASM223467v1_genomic.fna	28548456	28715686	+	CP020800.1	22			
1280	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	24996	424289	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	16555	393611	+	CP020801.1	23			
1282	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	427455	701826	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	398195	671490	+	CP020801.1	23			
1287	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	739381	2122034	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	1120528	2525412	+	CP020801.1	23			
1288	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	2202494	2979293	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	2533552	3389804	+	CP020801.1	23			
1289	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	2995133	3279263	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	3458272	3763547	+	CP020801.1	23			
1291	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	3279350	3926921	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	3768885	4344958	+	CP020801.1	23			
1292	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	3999994	4949245	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	4347206	5299606	+	CP020801.1	23			
1294	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	4952763	5155390	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	5305895	5518899	+	CP020801.1	23			
1296	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	5155541	7553838	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	5522658	8012967	+	CP020801.1	23			
1297	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	7557478	7853998	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	8137712	8433001	+	CP020801.1	23			
1299	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	7856078	8296154	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	8444858	8880671	+	CP020801.1	23			
1303	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	8315549	8593670	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	8910292	9189120	+	CP020801.1	23			
1305	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	8596697	8734424	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	9194789	9305636	+	CP020801.1	23			
1307	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	8741033	9122913	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	9309694	9708683	+	CP020801.1	23			
1313	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	9214391	9365879	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	10111735	10292028	+	CP020801.1	23			
1317	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	9383765	10088817	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	10313352	11027526	+	CP020801.1	23			
1319	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	10098317	10236178	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	11034533	11178821	-	CP020801.1	23			
1320	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	10236255	11148436	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	11181924	12156159	+	CP020801.1	23			
1322	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	11150837	11445014	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	12200580	12490460	+	CP020801.1	23			
1323	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	11454428	12144139	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	12585541	13266407	+	CP020801.1	23			
1325	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	12277260	14486965	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	13346108	15542019	+	CP020801.1	23			
1327	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	14487142	14649034	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	15560691	15730600	+	CP020801.1	23			
1329	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	14650888	20543537	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	15732519	21625054	+	CP020801.1	23			
1330	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	20545052	21203999	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	21728220	22385479	+	CP020801.1	23			
1333	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	21210436	22234915	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	22566213	23581225	+	CP020801.1	23			
1334	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	22243606	22527371	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	23701254	23947654	+	CP020801.1	23			
1336	CP020801.1	GCA_002234715.1_ASM223471v1_genomic.fna	22535328	22777902	CP020687.1	GCA_002234675.1_ASM223467v1_genomic.fna	24148001	24389364	+	CP020801.1	23			
1339	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	81833	373608	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	831210	1142265	+	CP020802.1	24			
1341	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	378939	744527	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	1161291	1538874	+	CP020802.1	24			
1343	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	744661	8588951	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	1551054	9468110	+	CP020802.1	24			
1346	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	20143519	20266497	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	9588712	9712139	+	CP020796.1	24			
1349	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	8620261	14015665	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	9813963	15259293	+	CP020802.1	24			
1351	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	13996544	16948131	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	15450305	18349759	+	CP020802.1	24			
1355	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	16963872	20541986	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	18651645	22146479	+	CP020802.1	24			
1356	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	20542824	20676462	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	22241844	22403994	+	CP020802.1	24			
1358	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	20677024	20831793	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	22410642	22556604	+	CP020802.1	24			
1360	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	20837075	21070613	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	22744480	22975274	+	CP020802.1	24			
1364	CP020802.1	GCA_002234715.1_ASM223471v1_genomic.fna	21109044	21356938	CP020688.1	GCA_002234675.1_ASM223467v1_genomic.fna	23001666	23259923	+	CP020802.1	24			
