"Strain","reference","CHROM","cM","POS_pred"
"OFAM","HdrR_ASM223467v1",13,46,28157451.1514152
"OFAM","HdrR_ASM223467v1",13,47,28779601.7259565
"OFAM","HdrR_ASM223467v1",13,48,29399354.5069748
"OFAM","HdrR_ASM223467v1",13,49,30016720.656661
"OFAM","HdrR_ASM223467v1",13,50,30631780.4006241
"AFOM","HdrR_ASM223467v1",14,0,3742799.93761671
"AFOM","HdrR_ASM223467v1",14,1,4217649.30370108
"AFOM","HdrR_ASM223467v1",14,2,4692498.66978544
"AFOM","HdrR_ASM223467v1",14,3,5167348.03586982
"AFOM","HdrR_ASM223467v1",14,4,5642197.40195421
"AFOM","HdrR_ASM223467v1",14,5,6117046.76803861
"AFOM","HdrR_ASM223467v1",14,6,6591896.13412304
"AFOM","HdrR_ASM223467v1",14,7,7066745.5002075
"AFOM","HdrR_ASM223467v1",14,8,7541594.866292
"AFOM","HdrR_ASM223467v1",14,9,8016444.23237652
"AFOM","HdrR_ASM223467v1",14,10,8491293.59846108
"AFOM","HdrR_ASM223467v1",14,11,8966142.96454569
"AFOM","HdrR_ASM223467v1",14,12,9440992.33063032
"AFOM","HdrR_ASM223467v1",14,13,9915841.696715
"AFOM","HdrR_ASM223467v1",14,14,10390691.0627997
"AFOM","HdrR_ASM223467v1",14,15,10865540.4288845
"AFOM","HdrR_ASM223467v1",14,16,11340389.7949692
"AFOM","HdrR_ASM223467v1",14,17,11815239.161054
"AFOM","HdrR_ASM223467v1",14,18,12290088.5271387
"AFOM","HdrR_ASM223467v1",14,19,12764937.8932235
"AFOM","HdrR_ASM223467v1",14,20,13239787.2593083
"AFOM","HdrR_ASM223467v1",14,21,13714636.625393
"AFOM","HdrR_ASM223467v1",14,22,14189485.9914776
"AFOM","HdrR_ASM223467v1",14,23,14664335.3575623
"AFOM","HdrR_ASM223467v1",14,24,15139184.7236468
"AFOM","HdrR_ASM223467v1",14,25,15614034.0897313
"AFOM","HdrR_ASM223467v1",14,26,16088883.4558156
"AFOM","HdrR_ASM223467v1",14,27,16563732.8218998
"AFOM","HdrR_ASM223467v1",14,28,17038582.1879839
"AFOM","HdrR_ASM223467v1",14,29,17513431.5540678
"AFOM","HdrR_ASM223467v1",14,30,17988280.9201516
"AFOM","HdrR_ASM223467v1",14,31,18463130.2862351
"AFOM","HdrR_ASM223467v1",14,32,18937979.6523184
"AFOM","HdrR_ASM223467v1",14,33,19412829.0184016
"AFOM","HdrR_ASM223467v1",14,34,19887678.3844844
"AFOM","HdrR_ASM223467v1",14,35,20362527.7505671
"AFOM","HdrR_ASM223467v1",14,36,20837377.1166495
"AFOM","HdrR_ASM223467v1",14,37,21312226.4827316
"AFOM","HdrR_ASM223467v1",14,38,21787075.8488135
"AFOM","HdrR_ASM223467v1",14,39,22261925.214895
"AFOM","HdrR_ASM223467v1",14,40,22736774.5809764
"AFOM","HdrR_ASM223467v1",14,41,23211623.9470574
"AFOM","HdrR_ASM223467v1",14,42,23686473.3131382
"AFOM","HdrR_ASM223467v1",14,43,24161322.6792188
"AFOM","HdrR_ASM223467v1",14,44,24636172.0452991
"AFOM","HdrR_ASM223467v1",14,45,25111021.4113792
"AFOM","HdrR_ASM223467v1",14,46,25585870.7774592
"AFOM","HdrR_ASM223467v1",14,47,26060720.1435389
"AFOM","HdrR_ASM223467v1",14,48,26535569.5096185
"AFOM","HdrR_ASM223467v1",14,49,27010418.875698
"AFOM","HdrR_ASM223467v1",14,50,27485268.2417774
"AFOM","HdrR_ASM223467v1",14,51,27960117.6078566
"AFOM","HdrR_ASM223467v1",14,52,28434966.9739359
"AFOM","HdrR_ASM223467v1",14,53,28909816.340015
"AFOM","HdrR_ASM223467v1",14,54,29384665.7060942
"AFOM","HdrR_ASM223467v1",14,55,29859515.0721733
"OFAM","HdrR_ASM223467v1",14,0,3226075.33467728
"OFAM","HdrR_ASM223467v1",14,1,3755902.51886966
"OFAM","HdrR_ASM223467v1",14,2,4285640.72237113
"OFAM","HdrR_ASM223467v1",14,3,4815177.22651185
"OFAM","HdrR_ASM223467v1",14,4,5344364.60283978
"OFAM","HdrR_ASM223467v1",14,5,5873038.08151561
"OFAM","HdrR_ASM223467v1",14,6,6401007.20781828
"OFAM","HdrR_ASM223467v1",14,7,6928068.51727744
"OFAM","HdrR_ASM223467v1",14,8,7454014.45429087
"OFAM","HdrR_ASM223467v1",14,9,7978636.62969185
"OFAM","HdrR_ASM223467v1",14,10,8501726.65431357
"OFAM","HdrR_ASM223467v1",14,11,9023080.79882536
"OFAM","HdrR_ASM223467v1",14,12,9542514.029243
"OFAM","HdrR_ASM223467v1",14,13,10059846.0024671
"OFAM","HdrR_ASM223467v1",14,14,10574905.214039
"OFAM","HdrR_ASM223467v1",14,15,11087548.4258074
"OFAM","HdrR_ASM223467v1",14,16,11597638.0382774
"OFAM","HdrR_ASM223467v1",14,17,12105036.4519538
"OFAM","HdrR_ASM223467v1",14,18,12609606.0673416
"OFAM","HdrR_ASM223467v1",14,19,13111215.0139029
"OFAM","HdrR_ASM223467v1",14,20,13609766.0323149
"OFAM","HdrR_ASM223467v1",14,21,14105174.7956302
"OFAM","HdrR_ASM223467v1",14,22,14597356.9992447
"OFAM","HdrR_ASM223467v1",14,23,15086231.4197392
"OFAM","HdrR_ASM223467v1",14,24,15571749.5326218
"OFAM","HdrR_ASM223467v1",14,25,16053908.1132659
"OFAM","HdrR_ASM223467v1",14,26,16532723.3458211
"OFAM","HdrR_ASM223467v1",14,27,17008211.7941142
"OFAM","HdrR_ASM223467v1",14,28,17480390.021972
"OFAM","HdrR_ASM223467v1",14,29,17949280.8991179
"OFAM","HdrR_ASM223467v1",14,30,18414941.131293
"OFAM","HdrR_ASM223467v1",14,31,18877459.3129408
"OFAM","HdrR_ASM223467v1",14,32,19336929.9853512
"OFAM","HdrR_ASM223467v1",14,33,19793462.4757057
"OFAM","HdrR_ASM223467v1",14,34,20247180.9744226
"OFAM","HdrR_ASM223467v1",14,35,20698210.3242333
"OFAM","HdrR_ASM223467v1",14,36,21146675.3678696
"OFAM","HdrR_ASM223467v1",14,37,21592701.0048054
"OFAM","HdrR_ASM223467v1",14,38,22036417.7613527
"OFAM","HdrR_ASM223467v1",14,39,22477966.4818771
"OFAM","HdrR_ASM223467v1",14,40,22917489.1206452
"OFAM","HdrR_ASM223467v1",14,41,23355129.8358767
"OFAM","HdrR_ASM223467v1",14,42,23791040.1055694
"OFAM","HdrR_ASM223467v1",14,43,24225376.0008589
"OFAM","HdrR_ASM223467v1",14,44,24658293.9413108
"OFAM","HdrR_ASM223467v1",14,45,25089949.8744936
"OFAM","HdrR_ASM223467v1",14,46,25520499.6371833
"OFAM","HdrR_ASM223467v1",14,47,25950098.827263
"OFAM","HdrR_ASM223467v1",14,48,26378896.5275627
"OFAM","HdrR_ASM223467v1",14,49,26807034.67498
"AFOM","HdrR_ASM223467v1",15,0,3618910.20713175
"AFOM","HdrR_ASM223467v1",15,1,4065715.4704507
"AFOM","HdrR_ASM223467v1",15,2,4512868.01923244
"AFOM","HdrR_ASM223467v1",15,3,4960749.03802367
"AFOM","HdrR_ASM223467v1",15,4,5409946.70579065
"AFOM","HdrR_ASM223467v1",15,5,5861176.34710116
"AFOM","HdrR_ASM223467v1",15,6,6315159.34346085
"AFOM","HdrR_ASM223467v1",15,7,6772617.07637533
"AFOM","HdrR_ASM223467v1",15,8,7234260.0487015
"AFOM","HdrR_ASM223467v1",15,9,7700723.33251623
"AFOM","HdrR_ASM223467v1",15,10,8172610.04267211
"AFOM","HdrR_ASM223467v1",15,11,8650523.02657938
"AFOM","HdrR_ASM223467v1",15,12,9134992.05092457
"AFOM","HdrR_ASM223467v1",15,13,9626356.84067421
"AFOM","HdrR_ASM223467v1",15,14,10124926.6257244
"AFOM","HdrR_ASM223467v1",15,15,10631010.6359711
"AFOM","HdrR_ASM223467v1",15,16,11144918.1013105
"AFOM","HdrR_ASM223467v1",15,17,11666899.8238165
"AFOM","HdrR_ASM223467v1",15,18,12196928.3820349
"AFOM","HdrR_ASM223467v1",15,19,12734856.8243552
"AFOM","HdrR_ASM223467v1",15,20,13280271.3536225
"AFOM","HdrR_ASM223467v1",15,21,13832640.5750952
"AFOM","HdrR_ASM223467v1",15,22,14391432.5754256
"AFOM","HdrR_ASM223467v1",15,23,14956048.059044
"AFOM","HdrR_ASM223467v1",15,24,15525652.1691678
"AFOM","HdrR_ASM223467v1",15,25,16099349.1661201
"AFOM","HdrR_ASM223467v1",15,26,16676081.3910031
"AFOM","HdrR_ASM223467v1",15,27,17254535.6555899
"AFOM","HdrR_ASM223467v1",15,28,17833329.3837078
"AFOM","HdrR_ASM223467v1",15,29,18411067.443878
"AFOM","HdrR_ASM223467v1",15,30,18986298.1441162
"AFOM","HdrR_ASM223467v1",15,31,19557555.3301804
"AFOM","HdrR_ASM223467v1",15,32,20123425.3408755
"AFOM","HdrR_ASM223467v1",15,33,20682552.2602772
"AFOM","HdrR_ASM223467v1",15,34,21233595.0260877
"AFOM","HdrR_ASM223467v1",15,35,21775340.1615107
"AFOM","HdrR_ASM223467v1",15,36,22306651.721538
"AFOM","HdrR_ASM223467v1",15,37,22826417.7545618
"AFOM","HdrR_ASM223467v1",15,38,23333873.0672275
"AFOM","HdrR_ASM223467v1",15,39,23828621.6459385
"AFOM","HdrR_ASM223467v1",15,40,24310296.2366406
"AFOM","HdrR_ASM223467v1",15,41,24778529.5852793
"AFOM","HdrR_ASM223467v1",15,42,25232954.4378004
"AFOM","HdrR_ASM223467v1",15,43,25673203.5923633
"AFOM","HdrR_ASM223467v1",15,44,26099029.5954274
"AFOM","HdrR_ASM223467v1",15,45,26510560.1246792
"AFOM","HdrR_ASM223467v1",15,46,26907996.1187337
"AFOM","HdrR_ASM223467v1",15,47,27291538.5162059
"AFOM","HdrR_ASM223467v1",15,48,27661388.2557109
"AFOM","HdrR_ASM223467v1",15,49,28017749.0331286
"AFOM","HdrR_ASM223467v1",15,50,28361002.9896348
"AFOM","HdrR_ASM223467v1",15,51,28691816.715015
"AFOM","HdrR_ASM223467v1",15,52,29010972.5464585
"AFOM","HdrR_ASM223467v1",15,53,29319507.5818364
"AFOM","HdrR_ASM223467v1",15,54,29618503.4947707
"AFOM","HdrR_ASM223467v1",15,55,29909041.9588833
"AFOM","HdrR_ASM223467v1",15,56,30192204.6477961
"AFOM","HdrR_ASM223467v1",15,57,30469073.2351309
"AFOM","HdrR_ASM223467v1",15,58,30740729.3945097
"AFOM","HdrR_ASM223467v1",15,59,31008251.9140437
"AFOM","HdrR_ASM223467v1",15,60,31272608.0675545
"AFOM","HdrR_ASM223467v1",15,61,31534620.6484883
"AFOM","HdrR_ASM223467v1",15,62,31795102.8326177
"AFOM","HdrR_ASM223467v1",15,63,32054867.5730367
"OFAM","HdrR_ASM223467v1",15,0,954169.490768369
"OFAM","HdrR_ASM223467v1",15,1,1718818.3410881
"OFAM","HdrR_ASM223467v1",15,2,2483070.62160851
"OFAM","HdrR_ASM223467v1",15,3,3246484.85550562
"OFAM","HdrR_ASM223467v1",15,4,4008338.64704454
"OFAM","HdrR_ASM223467v1",15,5,4767731.57638112
"OFAM","HdrR_ASM223467v1",15,6,5523754.54152839
"OFAM","HdrR_ASM223467v1",15,7,6275498.44049939
"OFAM","HdrR_ASM223467v1",15,8,7022051.95377064
"OFAM","HdrR_ASM223467v1",15,9,7762488.38578133
"OFAM","HdrR_ASM223467v1",15,10,8495874.52671387
"OFAM","HdrR_ASM223467v1",15,11,9221277.19312585
"OFAM","HdrR_ASM223467v1",15,12,9937787.10093674
"OFAM","HdrR_ASM223467v1",15,13,10644557.1148187
"OFAM","HdrR_ASM223467v1",15,14,11340750.0721521
"OFAM","HdrR_ASM223467v1",15,15,12025528.8103171
"OFAM","HdrR_ASM223467v1",15,16,12698056.166694
"OFAM","HdrR_ASM223467v1",15,17,13357521.6091399
"OFAM","HdrR_ASM223467v1",15,18,14003241.4153927
"OFAM","HdrR_ASM223467v1",15,19,14634587.6182607
"OFAM","HdrR_ASM223467v1",15,20,15251063.1189761
"OFAM","HdrR_ASM223467v1",15,21,15852228.4920835
"OFAM","HdrR_ASM223467v1",15,22,16437644.5669568
"OFAM","HdrR_ASM223467v1",15,23,17006911.3470435
"OFAM","HdrR_ASM223467v1",15,24,17559765.7842642
"OFAM","HdrR_ASM223467v1",15,25,18095981.4532757
"OFAM","HdrR_ASM223467v1",15,26,18615448.5698115
"OFAM","HdrR_ASM223467v1",15,27,19118250.1762288
"OFAM","HdrR_ASM223467v1",15,28,19604523.7531287
"OFAM","HdrR_ASM223467v1",15,29,20074428.2046183
"OFAM","HdrR_ASM223467v1",15,30,20528220.4387444
"OFAM","HdrR_ASM223467v1",15,31,20966189.4549
"OFAM","HdrR_ASM223467v1",15,32,21388726.4661273
"OFAM","HdrR_ASM223467v1",15,33,21796335.1092028
"OFAM","HdrR_ASM223467v1",15,34,22189528.6316838
"OFAM","HdrR_ASM223467v1",15,35,22568861.4962871
"OFAM","HdrR_ASM223467v1",15,36,22934913.211561
"OFAM","HdrR_ASM223467v1",15,37,23288265.30016
"OFAM","HdrR_ASM223467v1",15,38,23629522.3276396
"OFAM","HdrR_ASM223467v1",15,39,23959311.3281929
"OFAM","HdrR_ASM223467v1",15,40,24278260.9233067
"OFAM","HdrR_ASM223467v1",15,41,24586999.7344676
"OFAM","HdrR_ASM223467v1",15,42,24886156.3831625
"OFAM","HdrR_ASM223467v1",15,43,25176359.4864295
"OFAM","HdrR_ASM223467v1",15,44,25458227.4585875
"OFAM","HdrR_ASM223467v1",15,45,25732346.7522621
"OFAM","HdrR_ASM223467v1",15,46,25999297.5781473
"OFAM","HdrR_ASM223467v1",15,47,26259660.1469373
"OFAM","HdrR_ASM223467v1",15,48,26514014.669326
"OFAM","HdrR_ASM223467v1",15,49,26762940.847846
"OFAM","HdrR_ASM223467v1",15,50,27006985.4977078
"OFAM","HdrR_ASM223467v1",15,51,27246643.0019677
"OFAM","HdrR_ASM223467v1",15,52,27482379.2092961
"OFAM","HdrR_ASM223467v1",15,53,27714592.7099775
"OFAM","HdrR_ASM223467v1",15,54,27943670.3260244
"OFAM","HdrR_ASM223467v1",15,55,28169998.8794492
"OFAM","HdrR_ASM223467v1",15,56,28393965.1922645
"OFAM","HdrR_ASM223467v1",15,57,28615956.0864827
"OFAM","HdrR_ASM223467v1",15,58,28836358.3841163
"OFAM","HdrR_ASM223467v1",15,59,29055557.1841398
"AFOM","HdrR_ASM223467v1",16,0,2588550.19988533
"AFOM","HdrR_ASM223467v1",16,1,3162703.1391961
"AFOM","HdrR_ASM223467v1",16,2,3736868.22814137
"AFOM","HdrR_ASM223467v1",16,3,4311057.61635566
"AFOM","HdrR_ASM223467v1",16,4,4885283.45699977
"AFOM","HdrR_ASM223467v1",16,5,5459558.16168941
"AFOM","HdrR_ASM223467v1",16,6,6033893.15077238
"AFOM","HdrR_ASM223467v1",16,7,6608297.84915583
"AFOM","HdrR_ASM223467v1",16,8,7182775.20321224
"AFOM","HdrR_ASM223467v1",16,9,7757319.74383161
"AFOM","HdrR_ASM223467v1",16,10,8331925.31747174
"AFOM","HdrR_ASM223467v1",16,11,8906573.53005534
"AFOM","HdrR_ASM223467v1",16,12,9481199.34560202
"AFOM","HdrR_ASM223467v1",16,13,10055686.3919779
"AFOM","HdrR_ASM223467v1",16,14,10629881.7851132
"AFOM","HdrR_ASM223467v1",16,15,11203612.9806026
"AFOM","HdrR_ASM223467v1",16,16,11776677.8463534
"AFOM","HdrR_ASM223467v1",16,17,12348837.3377915
"AFOM","HdrR_ASM223467v1",16,18,12919812.6018866
"AFOM","HdrR_ASM223467v1",16,19,13489281.6408301
"AFOM","HdrR_ASM223467v1",16,20,14056847.6729207
"AFOM","HdrR_ASM223467v1",16,21,14622059.0978452
"AFOM","HdrR_ASM223467v1",16,22,15184437.3281916
"AFOM","HdrR_ASM223467v1",16,23,15743501.3569221
"AFOM","HdrR_ASM223467v1",16,24,16298770.1571595
"AFOM","HdrR_ASM223467v1",16,25,16849759.8718185
"AFOM","HdrR_ASM223467v1",16,26,17395980.8994064
"AFOM","HdrR_ASM223467v1",16,27,17936943.9810283
"AFOM","HdrR_ASM223467v1",16,28,18472172.7867738
"AFOM","HdrR_ASM223467v1",16,29,19001199.7533451
"AFOM","HdrR_ASM223467v1",16,30,19523557.4839099
"AFOM","HdrR_ASM223467v1",16,31,20038778.5816357
"AFOM","HdrR_ASM223467v1",16,32,20546395.6496903
"AFOM","HdrR_ASM223467v1",16,33,21045941.2912411
"AFOM","HdrR_ASM223467v1",16,34,21536948.1094559
"AFOM","HdrR_ASM223467v1",16,35,22018967.6836291
"AFOM","HdrR_ASM223467v1",16,36,22491659.0983711
"AFOM","HdrR_ASM223467v1",16,37,22954809.6399948
"AFOM","HdrR_ASM223467v1",16,38,23408247.6738726
"AFOM","HdrR_ASM223467v1",16,39,23851801.6909933
"AFOM","HdrR_ASM223467v1",16,40,24285301.4856936
"AFOM","HdrR_ASM223467v1",16,41,24708655.809187
"AFOM","HdrR_ASM223467v1",16,42,25121896.2325459
"AFOM","HdrR_ASM223467v1",16,43,25525064.9431973
"AFOM","HdrR_ASM223467v1",16,44,25918204.1285682
"AFOM","HdrR_ASM223467v1",16,45,26301355.9760857
"AFOM","HdrR_ASM223467v1",16,46,26674562.6731769
"AFOM","HdrR_ASM223467v1",16,47,27037866.4072688
"AFOM","HdrR_ASM223467v1",16,48,27391309.3657884
"AFOM","HdrR_ASM223467v1",16,49,27734953.2112193
"AFOM","HdrR_ASM223467v1",16,50,28069012.1583939
"AFOM","HdrR_ASM223467v1",16,51,28393772.321343
"AFOM","HdrR_ASM223467v1",16,52,28709520.2360156
"AFOM","HdrR_ASM223467v1",16,53,29016551.7833213
"AFOM","HdrR_ASM223467v1",16,54,29315277.8961877
"AFOM","HdrR_ASM223467v1",16,55,29606186.8997842
"AFOM","HdrR_ASM223467v1",16,56,29889768.5591088
"AFOM","HdrR_ASM223467v1",16,57,30166512.6391597
"AFOM","HdrR_ASM223467v1",16,58,30436908.904935
"AFOM","HdrR_ASM223467v1",16,59,30701447.1214327
"AFOM","HdrR_ASM223467v1",16,60,30960617.2182528
"AFOM","HdrR_ASM223467v1",16,61,31214915.9349934
"AFOM","HdrR_ASM223467v1",16,62,31464847.747529
"AFOM","HdrR_ASM223467v1",16,63,31710917.0359861
"AFOM","HdrR_ASM223467v1",16,64,31953628.1780192
"AFOM","HdrR_ASM223467v1",16,65,32193485.5512829
"AFOM","HdrR_ASM223467v1",16,66,32430993.5334317
"AFOM","HdrR_ASM223467v1",16,67,32666656.5021201
"AFOM","HdrR_ASM223467v1",16,68,32900978.8350028
"AFOM","HdrR_ASM223467v1",16,69,33134464.9097342
"AFOM","HdrR_ASM223467v1",16,70,33367615.7413093
"OFAM","HdrR_ASM223467v1",16,0,453645.732129581
"OFAM","HdrR_ASM223467v1",16,1,1260668.35283341
"OFAM","HdrR_ASM223467v1",16,2,2067094.53239435
"OFAM","HdrR_ASM223467v1",16,3,2872327.82966952
"OFAM","HdrR_ASM223467v1",16,4,3675770.49636263
"OFAM","HdrR_ASM223467v1",16,5,4476709.82534835
"OFAM","HdrR_ASM223467v1",16,6,5274121.82396503
"OFAM","HdrR_ASM223467v1",16,7,6066817.08194035
"OFAM","HdrR_ASM223467v1",16,8,6853534.81702452
"OFAM","HdrR_ASM223467v1",16,9,7632931.76156556
"OFAM","HdrR_ASM223467v1",16,10,8403658.99434435
"OFAM","HdrR_ASM223467v1",16,11,9164369.83177148
"OFAM","HdrR_ASM223467v1",16,12,9913746.4659233
"OFAM","HdrR_ASM223467v1",16,13,10650532.5711236
"OFAM","HdrR_ASM223467v1",16,14,11373544.1654533
"OFAM","HdrR_ASM223467v1",16,15,12081641.8676525
"OFAM","HdrR_ASM223467v1",16,16,12773776.5250783
"OFAM","HdrR_ASM223467v1",16,17,13449019.119451
"OFAM","HdrR_ASM223467v1",16,18,14106584.1431833
"OFAM","HdrR_ASM223467v1",16,19,14745862.8400696
"OFAM","HdrR_ASM223467v1",16,20,15366582.3464048
"OFAM","HdrR_ASM223467v1",16,21,15968737.1877533
"OFAM","HdrR_ASM223467v1",16,22,16552469.3503673
"OFAM","HdrR_ASM223467v1",16,23,17117934.1172032
"OFAM","HdrR_ASM223467v1",16,24,17665287.2724207
"OFAM","HdrR_ASM223467v1",16,25,18194756.099553
"OFAM","HdrR_ASM223467v1",16,26,18706713.0027529
"OFAM","HdrR_ASM223467v1",16,27,19201557.2537509
"OFAM","HdrR_ASM223467v1",16,28,19679803.7306732
"OFAM","HdrR_ASM223467v1",16,29,20142045.6995926
"OFAM","HdrR_ASM223467v1",16,30,20588877.9150551
"OFAM","HdrR_ASM223467v1",16,31,21020895.1316066
"OFAM","HdrR_ASM223467v1",16,32,21438692.1037931
"OFAM","HdrR_ASM223467v1",16,33,21842863.5861604
"OFAM","HdrR_ASM223467v1",16,34,22234004.3332546
"OFAM","HdrR_ASM223467v1",16,35,22612716.2625928
"OFAM","HdrR_ASM223467v1",16,36,22979638.9369636
"OFAM","HdrR_ASM223467v1",16,37,23335440.6557224
"OFAM","HdrR_ASM223467v1",16,38,23680797.1525381
"OFAM","HdrR_ASM223467v1",16,39,24016384.1838094
"OFAM","HdrR_ASM223467v1",16,40,24342877.1052588
"OFAM","HdrR_ASM223467v1",16,41,24660926.9996418
"OFAM","HdrR_ASM223467v1",16,42,24971147.192364
"OFAM","HdrR_ASM223467v1",16,43,25274147.7451453
"OFAM","HdrR_ASM223467v1",16,44,25570538.7197057
"OFAM","HdrR_ASM223467v1",16,45,25860930.1777651
"OFAM","HdrR_ASM223467v1",16,46,26145932.1810434
"OFAM","HdrR_ASM223467v1",16,47,26426154.7912605
"OFAM","HdrR_ASM223467v1",16,48,26702208.0701363
"OFAM","HdrR_ASM223467v1",16,49,26974687.8051113
"OFAM","HdrR_ASM223467v1",16,50,27244077.9700917
"OFAM","HdrR_ASM223467v1",16,51,27510809.8403299
"OFAM","HdrR_ASM223467v1",16,52,27775314.3818327
"OFAM","HdrR_ASM223467v1",16,53,28038013.8851193
"OFAM","HdrR_ASM223467v1",16,54,28299223.8310213
"OFAM","HdrR_ASM223467v1",16,55,28559187.8525113
"OFAM","HdrR_ASM223467v1",16,56,28818148.2458825
"OFAM","HdrR_ASM223467v1",16,57,29076347.3074279
"OFAM","HdrR_ASM223467v1",16,58,29334027.3334409
"OFAM","HdrR_ASM223467v1",16,59,29591430.6202145
"OFAM","HdrR_ASM223467v1",16,60,29848798.2099663
"AFOM","HdrR_ASM223467v1",17,0,914872.065441174
"AFOM","HdrR_ASM223467v1",17,1,1372732.5816179
"AFOM","HdrR_ASM223467v1",17,2,1832082.25980117
"AFOM","HdrR_ASM223467v1",17,3,2294410.26199753
"AFOM","HdrR_ASM223467v1",17,4,2761205.75021352
"AFOM","HdrR_ASM223467v1",17,5,3233958.19643256
"AFOM","HdrR_ASM223467v1",17,6,3714222.53782945
"AFOM","HdrR_ASM223467v1",17,7,4203728.6864093
"AFOM","HdrR_ASM223467v1",17,8,4704258.91800358
"AFOM","HdrR_ASM223467v1",17,9,5217596.98839405
"AFOM","HdrR_ASM223467v1",17,10,5745526.65336245
"AFOM","HdrR_ASM223467v1",17,11,6289831.66869055
"AFOM","HdrR_ASM223467v1",17,12,6852295.75502708
"AFOM","HdrR_ASM223467v1",17,13,7434517.90110233
"AFOM","HdrR_ASM223467v1",17,14,8037475.37657238
"AFOM","HdrR_ASM223467v1",17,15,8661636.14697914
"AFOM","HdrR_ASM223467v1",17,16,9306824.61026981
"AFOM","HdrR_ASM223467v1",17,17,9972210.6302949
"AFOM","HdrR_ASM223467v1",17,18,10656020.9848742
"AFOM","HdrR_ASM223467v1",17,19,11355911.9566297
"AFOM","HdrR_ASM223467v1",17,20,12069508.8126775
"AFOM","HdrR_ASM223467v1",17,21,12794436.8201339
"AFOM","HdrR_ASM223467v1",17,22,13528321.2461151
"AFOM","HdrR_ASM223467v1",17,23,14268775.0651473
"AFOM","HdrR_ASM223467v1",17,24,15013103.1106939
"AFOM","HdrR_ASM223467v1",17,25,15758287.2594122
"AFOM","HdrR_ASM223467v1",17,26,16501243.8850883
"AFOM","HdrR_ASM223467v1",17,27,17238665.4416592
"AFOM","HdrR_ASM223467v1",17,28,17967182.0284133
"AFOM","HdrR_ASM223467v1",17,29,18683423.7420223
"AFOM","HdrR_ASM223467v1",17,30,19384020.6791576
"AFOM","HdrR_ASM223467v1",17,31,20065625.1474833
"AFOM","HdrR_ASM223467v1",17,32,20725129.4948859
"AFOM","HdrR_ASM223467v1",17,33,21359582.744136
"AFOM","HdrR_ASM223467v1",17,34,21966381.7960962
"AFOM","HdrR_ASM223467v1",17,35,22543726.768999
"AFOM","HdrR_ASM223467v1",17,36,23090121.6552619
"AFOM","HdrR_ASM223467v1",17,37,23604437.8222347
"AFOM","HdrR_ASM223467v1",17,38,24086842.4341504
"AFOM","HdrR_ASM223467v1",17,39,24537844.6730111
"AFOM","HdrR_ASM223467v1",17,40,24957959.8452944
"AFOM","HdrR_ASM223467v1",17,41,25348103.821591
"AFOM","HdrR_ASM223467v1",17,42,25709848.1028623
"AFOM","HdrR_ASM223467v1",17,43,26044824.8557404
"AFOM","HdrR_ASM223467v1",17,44,26354666.2468575
"AFOM","HdrR_ASM223467v1",17,45,26641004.4428458
"AFOM","HdrR_ASM223467v1",17,46,26905471.6103373
"AFOM","HdrR_ASM223467v1",17,47,27149699.9159643
"AFOM","HdrR_ASM223467v1",17,48,27375321.5263589
"AFOM","HdrR_ASM223467v1",17,49,27583968.6081533
"AFOM","HdrR_ASM223467v1",17,50,27777273.3279795
"AFOM","HdrR_ASM223467v1",17,51,27956881.7648281
"AFOM","HdrR_ASM223467v1",17,52,28124596.371125
"AFOM","HdrR_ASM223467v1",17,53,28282315.3297746
"AFOM","HdrR_ASM223467v1",17,54,28431905.1348254
"AFOM","HdrR_ASM223467v1",17,55,28575209.7547792
"AFOM","HdrR_ASM223467v1",17,56,28714018.5921955
"OFAM","HdrR_ASM223467v1",17,0,1501012.96387648
"OFAM","HdrR_ASM223467v1",17,1,2083173.13221296
"OFAM","HdrR_ASM223467v1",17,2,2665309.74229403
"OFAM","HdrR_ASM223467v1",17,3,3247399.23586426
"OFAM","HdrR_ASM223467v1",17,4,3829418.05466826
"OFAM","HdrR_ASM223467v1",17,5,4411342.57258061
"OFAM","HdrR_ASM223467v1",17,6,4993134.05097897
"OFAM","HdrR_ASM223467v1",17,7,5574697.10060273
"OFAM","HdrR_ASM223467v1",17,8,6155906.28666383
"OFAM","HdrR_ASM223467v1",17,9,6736635.02339782
"OFAM","HdrR_ASM223467v1",17,10,7316756.72504024
"OFAM","HdrR_ASM223467v1",17,11,7896144.80582664
"OFAM","HdrR_ASM223467v1",17,12,8474672.6769568
"OFAM","HdrR_ASM223467v1",17,13,9052197.78736977
"OFAM","HdrR_ASM223467v1",17,14,9628523.92438979
"OFAM","HdrR_ASM223467v1",17,15,10203414.7027171
"OFAM","HdrR_ASM223467v1",17,16,10776584.9020078
"OFAM","HdrR_ASM223467v1",17,17,11347704.1507425
"OFAM","HdrR_ASM223467v1",17,18,11916379.985738
"OFAM","HdrR_ASM223467v1",17,19,12482183.7401481
"OFAM","HdrR_ASM223467v1",17,20,13044684.7823212
"OFAM","HdrR_ASM223467v1",17,21,13603452.480606
"OFAM","HdrR_ASM223467v1",17,22,14158056.2033509
"OFAM","HdrR_ASM223467v1",17,23,14708065.156072
"OFAM","HdrR_ASM223467v1",17,24,15253044.4625288
"OFAM","HdrR_ASM223467v1",17,25,15792554.9684691
"OFAM","HdrR_ASM223467v1",17,26,16326161.3404598
"OFAM","HdrR_ASM223467v1",17,27,16853446.1734646
